Scheme Name;Net Asset Value
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option;17.0933
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option;17.0947
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option;16.8769
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option;11.6909
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option;11.8553
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option;17.0985
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus;38.0256
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option;53.2606
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option;36.5142
Nippon India Corporate Bond Fund - Growth Plan - Growth Option;51.1267
NIPPON INDIA CORPORATE BOND FUND - IDCW Option;16.3796
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option;11.5656
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option;11.7164
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option;17.0977
PGIM India Corporate Bond Fund - Annual Dividend;10.4352
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend;15.833
PGIM India Corporate Bond Fund - Direct Plan - Growth;40.9527
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend;15.0832
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend;13.1773
PGIM India Corporate Bond Fund - Growth;37.3076
PGIM India Corporate Bond Fund - Monthly Dividend;13.0692
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth;21.588
PGIM India Corporate Bond Fund - Quarterly Dividend;11.6682
PGIM India Premier Bond Fund - Annual Bonus;24.9334
PGIM India Premier Bond Fund - Bonus;15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus;13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus;13.5688
SBI Corporate Bond Fund - Direct Plan - Growth;13.5908
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW);12.8283
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW);13.2121
SBI Corporate Bond Fund - Regular Plan - Growth;13.3108
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW);12.5629
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW);12.9329
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);12.1312
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW);16.0608
Sundaram Corporate Bond Fund Direct Plan - Growth;35.4862
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW);16.1163
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW);16.0621
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW);17.8500
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW);15.6442
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW);16.0628
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW);15.2487
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW);17.3906
Sundaram Corporate Bond Fund Regular Plan- Growth;34.4767
Tata Corporate Bond Fund-Direct Plan-Growth;10.7202
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout;10.7202
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment;10.7202
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout;10.7202
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment;10.7202
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout;10.7202
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment;10.7202
Tata Corporate Bond Fund-Regular Plan-Growth;10.6164
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout;10.6164
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment;10.6164
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout;10.6164
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment;10.6164
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout;10.6164
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment;10.6164
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH;1032.4428
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW;1032.6538
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH;1030.7711
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW;1030.7706
Union Corporate Bond Fund - Direct Plan - Growth Option;13.3225
Union Corporate Bond Fund - Direct Plan - IDCW Option;13.3225
Union Corporate Bond Fund - Regular Plan - Growth Option;13.1073
Union Corporate Bond Fund - Regular Plan - IDCW Option;13.1073
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option;6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option;7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW;1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW;1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW;1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW;2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW;1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW;1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW;1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW;1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW;12.344
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW;12.5741
UTI Corporate Bond Fund - Direct Plan - Growth Option;14.2663
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW;12.1902
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW;12.4773
UTI Corporate Bond Fund - Regular Plan - Annual IDCW;12.1395
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW;12.3694
UTI Corporate Bond Fund - Regular Plan - Growth Option;14.0473
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW;11.8689
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW;12.215
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW;12.2225
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus;19.1257
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth;19.1264
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW;11.3439
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus;17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth;17.7699
Axis Credit Risk Fund - Direct Plan - Growth;20.1792
Axis Credit Risk Fund - Direct Plan - Monthly IDCW;10.1127
Axis Credit Risk Fund - Direct Plan - Weekly IDCW;10.2999
Axis Credit Risk Fund - Regular Plan - Growth;18.3250
Axis Credit Risk Fund - Regular Plan - Monthly IDCW;10.0966
Axis Credit Risk Fund - Regular Plan - Weekly IDCW;10.1725
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW;10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW;10.2810
BANDHAN Credit Risk Fund - Regular Plan Growth;14.3228
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW;10.0245
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW;11.1222
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW;10.4719
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW;10.3564
BANDHAN Credit Risk Fund-Direct Plan-Growth;15.2357
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW;11.1487
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW;10.6449
BANK OF INDIA Credit Risk  Fund - Direct Plan;11.0026
BANK OF INDIA Credit Risk Fund - Regular Plan;10.8142
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW;14.0245
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW;12.7076
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option;20.5181
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option;18.9405
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW;11.3585
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW;11.9126
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1;0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1;0
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1;0
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1;0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1;0
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1;0
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1;0
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1;0
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly;10.7710
DSP Credit Risk Fund - Direct Plan - Growth;37.5634
DSP Credit Risk Fund - Direct Plan - IDCW;11.7954
DSP Credit Risk Fund - Direct Plan - IDCW - Daily;10.2505
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly ;11.2098
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly;10.2549
DSP Credit Risk Fund - Regular Plan - IDCW;11.7304
DSP Credit Risk Fund - Regular Plan - IDCW - Daily;10.2505
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly;10.7120
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly ;11.0930
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly;10.2547
DSP Credit Risk Fund - Regular Plan -Growth;34.9464
Franklin India Credit Risk Fund - Direct - Growth;25.5650
Franklin India Credit Risk Fund - Direct - IDCW ;14.0105
Franklin India Credit Risk Fund - Growth;25.3348
Franklin India Credit Risk Fund - IDCW ;13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan;0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan;0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan;0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan;0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan;0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan;0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW;0.3008
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan;0.5935
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan;0.5610
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW;0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW;0.3252
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW;0.0000
HDFC Credit Risk Debt Fund - Growth Option;20.6232
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan;22.01
HDFC Credit Risk Debt Fund - IDCW Option;18.9903
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan;19.2941
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan;10.7211
HDFC Credit Risk Debt Fund - Quarterly IDCW Option;10.3901
HSBC Credit Risk Fund - Direct Annual IDCW;12.4756
HSBC Credit Risk Fund - Direct Growth;26.5984
HSBC Credit Risk Fund - Direct IDCW;11.0863
HSBC Credit Risk Fund - Regular Annual IDCW;11.7825
HSBC Credit Risk Fund - Regular Growth;24.9397
HSBC Credit Risk Fund - Regular IDCW;10.2948
HSBC Credit Risk Fund- Regular Plan - Bonus;24.5395
ICICI Prudential Credit Risk Fund - Annual IDCW;10.3035
ICICI Prudential Credit Risk Fund - Bonus;15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW;10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth;29.2710
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW;10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW;11.6939
ICICI Prudential Credit Risk Fund - Direct Plan Bonus;14.6853
ICICI Prudential Credit Risk Fund - Growth;26.9217
ICICI Prudential Credit Risk Fund - Half Yearly IDCW;10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW;11.0385
IDBI Credit Risk Fund Annual IDCW - Direct Plan;13.3516
IDBI Credit Risk Fund Annual IDCW - Regular Plan;12.0852
IDBI Credit Risk Fund Growth Direct;17.4459
IDBI Credit Risk Fund Growth Regular;16.1603
IDBI Credit Risk Fund Quarterly IDCW - Direct Plan;11.8992
IDBI Credit Risk Fund Quarterly IDCW - Regular Plan;11.4349
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment);1772.435
Invesco India Credit Risk Fund - Direct Plan - Growth;1759.2539
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment);1218.322
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment);1617.2375
Invesco India Credit Risk Fund - Regular Plan - Growth;1617.7431
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment);1188.1047
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option;20.9386
Kotak Credit Risk Fund - Growth;25.2609
Kotak Credit Risk Fund - Growth - Direct;27.8775
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option;10.9856
Nippon India Credit Risk Fund  - Growth Plan;29.6573
Nippon India Credit Risk Fund  - Institutional Growth Plan;30.9227
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option;0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option;0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option;0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option;0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan;32.1391
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option;17.4009
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option;13.2621
NIPPON INDIA CREDIT RISK FUND - IDCW Option;16.2693
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option;12.7148
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan;0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option;0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option;0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan;0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option;0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan;0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option;0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan;0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan;0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan;0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW);13.2059
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);19.3701
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH;41.6231
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW);12.9281
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH;39.0606
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);17.6586
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option;0
UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option;2.6874
UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option;2.4018
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW;1.7437
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW;1.7035
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW;1.7067
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW;1.6036
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW;1.8964
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW;1.6027
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW;1.559
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW;1.6108
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW;1.4422
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW;1.706
UTI Credit Risk Fund  - Regular Plan - Growth Option;14.7291
UTI Credit Risk Fund - Direct Plan - Annual IDCW;10.647
UTI Credit Risk Fund - Direct Plan - Flexi IDCW;10.4142
UTI Credit Risk Fund - Direct Plan - Growth Option;16.4076
